sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Player,88,1,2022,6,1,5,Championship,244,24,24,CTR,,Kalani,Brown,Kalani Brown,1,30,6,11,0.545,0,0,,6,11,0.545,8,10,0.8,2,3,5,1,1,1,1,20,311,0.545,0.649,3,5,0,0,0,0,0,0,29.98999999999999
basketball,v1,Player,88,1,2022,6,1,5,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,28,4,8,0.5,0,2,0.0,4,6,0.667,0,0,,0,6,6,1,0,0,1,8,170,0.5,0.5,0,0,1,0,0,1,0,0,10.699999999999998
basketball,v1,Player,88,1,2022,6,1,5,Championship,224,12,12,FWD,,Kiki,Harrigan,Kiki Harrigan,1,32,4,6,0.667,4,6,0.667,0,0,,0,0,,0,9,9,2,0,2,2,12,249,1.0,1.0,2,0,0,0,0,0,0,0,21.58
basketball,v1,Player,88,1,2022,6,1,5,Championship,243,8,8,CTR,,Drew,Edelman,Drew Edelman,1,10,0,2,0.0,0,0,,0,2,0.0,0,0,,0,2,2,0,0,0,0,0,82,0.0,0.0,1,0,0,0,0,0,0,0,0.6
basketball,v1,Player,88,1,2022,6,1,5,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,38,9,15,0.6,3,4,0.75,6,11,0.545,3,4,0.75,1,5,6,8,0,0,6,24,329,0.7,0.716,1,3,0,0,0,0,0,0,29.0
basketball,v1,Player,88,1,2022,6,1,5,Championship,256,36,36,GD,,Grace,Hunter,Grace Hunter,1,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,100,,,0,0,0,0,0,0,0,0,-0.30000000000000004
basketball,v1,Player,88,1,2022,6,1,5,Championship,237,17,17,GDFD,,Becca,Wann-Taylor,Becca Wann-Taylor,1,10,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,2,2,0,0,0,2,3,102,0.75,0.75,2,0,0,0,0,1,0,0,2.0
basketball,v1,Player,88,1,2022,6,1,5,Championship,247,35,35,GD,,Tina,Roy,Tina Roy,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,0,2022,6,1,6,Championship,236,22,22,FWD,,Takoia,Larry,Takoia Larry,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,0,2022,6,1,6,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,1,4,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,255,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,0,2022,6,1,6,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,0,2022,6,1,6,Championship,208,23,23,GD,,Laurin,Mincy,Laurin Mincy,1,36,4,10,0.4,3,5,0.6,1,5,0.2,2,2,1.0,1,1,2,3,1,0,2,13,355,0.55,0.597,1,1,0,1,0,0,0,0,16.700000000000003
basketball,v1,Player,87,0,2022,6,1,6,Championship,250,73,73,FWD,,Danni,McCray,Danni McCray,1,25,3,6,0.5,0,0,,3,6,0.5,0,0,,2,5,7,0,0,4,2,6,341,0.5,0.5,0,0,1,1,0,0,0,0,19.46
basketball,v1,Player,87,0,2022,6,1,6,Championship,233,54,54,CTR,,Nikki,Greene,Nikki Greene,1,19,3,7,0.429,0,0,,3,7,0.429,0,0,,2,3,5,0,3,0,2,6,307,0.429,0.429,0,0,1,0,0,0,0,0,10.1
basketball,v1,Player,87,0,2022,6,1,6,Championship,238,14,14,GD,,Taj,Cole,Taj Cole,1,34,6,11,0.545,0,3,0.0,6,8,0.75,2,2,1.0,0,2,2,5,1,0,4,14,370,0.545,0.589,1,1,0,1,0,0,0,0,17.5
basketball,v1,Player,87,0,2022,6,1,6,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,37,6,14,0.429,1,3,0.333,5,11,0.455,3,4,0.75,0,9,9,5,3,0,3,16,445,0.464,0.508,0,1,1,1,0,0,0,0,23.8
basketball,v1,Player,87,0,2022,6,1,6,Championship,234,25,25,FWD,,Lauren,Manis,Lauren Manis,1,18,2,7,0.286,0,1,0.0,2,6,0.333,0,1,0.0,0,3,3,0,2,0,0,4,261,0.286,0.269,0,1,1,0,0,0,0,0,6.899999999999999
basketball,v1,Player,87,0,2022,6,1,6,Championship,231,13,13,CTR,,Mercedes,Russell,Mercedes Russell,1,28,9,17,0.529,0,0,,9,17,0.529,2,4,0.5,3,4,7,4,0,1,1,20,456,0.529,0.533,0,2,0,2,0,0,0,0,36.230000000000004
basketball,v1,Player,87,0,2022,6,1,6,Championship,255,37,37,FWD,,Chelsea,Phillips,Chelsea Phillips,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,6,Championship,227,34,34,CTR,,Imani,McGee-Stafford,Imani McGee-Stafford,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,6,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,22,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,1,3,4,1,2,0,0,7,157,0.875,0.875,1,0,0,0,0,0,0,0,12.499999999999998
basketball,v1,Player,86,1,2022,6,1,6,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,23,0,4,0.0,0,1,0.0,0,3,0.0,0,0,,0,3,3,3,0,0,2,0,19,0.0,0.0,1,0,1,0,0,0,0,0,0.5999999999999996
basketball,v1,Player,86,1,2022,6,1,6,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,6,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,6,Championship,214,21,21,FWD,,Tianna,Hawkins,Tianna Hawkins,1,31,7,12,0.583,0,2,0.0,7,10,0.7,0,0,,3,8,11,1,1,2,4,14,206,0.583,0.583,0,0,1,1,0,0,1,0,30.359999999999992
basketball,v1,Player,86,1,2022,6,1,6,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,26,6,19,0.316,0,4,0.0,6,15,0.4,2,2,1.0,0,2,2,3,1,0,2,14,150,0.316,0.352,0,1,1,1,0,0,0,0,17.700000000000003
basketball,v1,Player,86,1,2022,6,1,6,Championship,242,26,26,GDFD,,Danielle L.,McCray,Danielle L. McCray,1,29,6,12,0.5,0,0,,6,12,0.5,0,0,,2,3,5,1,2,0,0,12,151,0.5,0.5,1,0,2,0,0,0,0,0,18.599999999999998
basketball,v1,Player,86,1,2022,6,1,6,Championship,246,69,69,GD,,Antoinette,Thompson,Antoinette Thompson,1,20,0,8,0.0,0,2,0.0,0,6,0.0,0,0,,1,2,3,2,0,0,3,0,-24,0.0,0.0,1,0,0,1,0,0,0,0,-0.30000000000000027
basketball,v1,Player,86,1,2022,6,1,6,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,26,5,7,0.714,1,3,0.333,4,4,1.0,0,0,,0,1,1,4,1,0,1,11,173,0.786,0.786,1,0,1,1,0,0,0,0,15.700000000000003
basketball,v1,Player,86,1,2022,6,1,6,Championship,225,15,15,GD,,Rebecca,Harris,Rebecca Harris,1,23,4,7,0.571,3,4,0.75,1,3,0.333,2,2,1.0,1,7,8,1,1,0,4,13,261,0.786,0.825,1,1,0,0,0,0,0,0,15.099999999999998
basketball,v1,Player,92,0,2022,6,2,7,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,36,8,14,0.571,1,6,0.167,7,8,0.875,1,1,1.0,3,2,5,4,2,0,3,18,210,0.607,0.623,0,1,0,2,0,1,0,0,25.7
basketball,v1,Player,92,0,2022,6,2,7,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,2,0,0,,0,0,,0,0,,1,2,0.5,1,0,1,0,0,0,0,1,6,,0.568,1,1,0,0,0,0,0,0,1.2999999999999998
basketball,v1,Player,92,0,2022,6,2,7,Championship,253,52,52,GD,,Brittany,Carter,Brittany Carter,1,11,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,1,0,1,0,3,19,0.5,0.5,1,0,1,0,0,0,0,0,5.469999999999999
basketball,v1,Player,92,0,2022,6,2,7,Championship,255,37,37,FWD,,Chelsea,Phillips,Chelsea Phillips,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,92,0,2022,6,2,7,Championship,242,26,26,GDFD,,Danielle L.,McCray,Danielle L. McCray,1,12,2,4,0.5,0,1,0.0,2,3,0.667,0,0,,1,1,2,0,1,0,1,4,3,0.5,0.5,2,0,2,0,0,0,0,0,5.0
basketball,v1,Player,92,0,2022,6,2,7,Championship,239,40,40,FWD,,Toccara,Ross,Toccara Ross,1,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,-26,,,2,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,92,0,2022,6,2,7,Championship,213,7,7,FWD,,Jantel,Lavender,Jantel Lavender,1,37,2,10,0.2,1,3,0.333,1,7,0.143,2,2,1.0,2,5,7,3,0,0,1,7,59,0.25,0.322,1,1,0,2,0,0,0,0,11.799999999999999
basketball,v1,Player,92,0,2022,6,2,7,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,20,2,3,0.667,1,1,1.0,1,2,0.5,0,0,,1,2,3,0,1,1,0,5,64,0.833,0.833,0,0,0,0,1,0,0,0,9.57
basketball,v1,Player,92,0,2022,6,2,7,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,32,4,15,0.267,1,1,1.0,3,14,0.214,0,0,,3,8,11,5,0,0,4,9,36,0.3,0.3,0,0,1,0,1,0,0,0,14.200000000000003
basketball,v1,Player,92,0,2022,6,2,7,Championship,226,2,None,FWD,,Isabelle,Harrison,Isabelle Harrison,1,36,12,22,0.545,0,0,,12,22,0.545,5,7,0.714,3,9,12,2,1,0,4,29,253,0.545,0.578,1,4,1,1,1,0,1,0,35.800000000000004
basketball,v1,Player,92,0,2022,6,2,7,Championship,252,38,38,GD,,Dominique,Wilson,Dominique Wilson,1,9,0,2,0.0,0,0,,0,2,0.0,0,0,,0,0,0,0,1,0,0,0,-18,0.0,0.0,0,0,1,0,0,0,0,0,0.6
basketball,v1,Player,91,1,2022,6,2,7,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,34,7,11,0.636,1,3,0.333,6,8,0.75,0,1,0.0,0,5,5,4,2,0,1,15,573,0.682,0.656,1,1,1,1,0,2,0,0,22.300000000000004
basketball,v1,Player,91,1,2022,6,2,7,Championship,227,34,34,CTR,,Imani,McGee-Stafford,Imani McGee-Stafford,1,20,2,4,0.5,0,1,0.0,2,3,0.667,3,4,0.75,1,6,7,1,0,4,0,7,430,0.5,0.608,0,1,1,1,0,0,0,0,18.040000000000003
basketball,v1,Player,91,1,2022,6,2,7,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,18,1,6,0.167,0,2,0.0,1,4,0.25,0,0,,1,1,2,0,0,0,1,2,267,0.167,0.167,1,0,0,0,0,0,0,0,2.3999999999999995
basketball,v1,Player,91,1,2022,6,2,7,Championship,235,88,88,GD,,Briahanna,Jackson,Briahanna Jackson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,91,1,2022,6,2,7,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,39,6,8,0.75,2,3,0.667,4,5,0.8,4,5,0.8,0,1,1,6,3,0,3,18,519,0.875,0.882,0,2,1,1,0,0,0,0,24.1
basketball,v1,Player,91,1,2022,6,2,7,Championship,224,12,12,FWD,,Kiki,Harrigan,Kiki Harrigan,1,14,3,5,0.6,3,3,1.0,0,2,0.0,0,0,,0,1,1,0,1,0,0,9,369,0.9,0.9,2,0,0,0,0,0,0,0,11.5
basketball,v1,Player,91,1,2022,6,2,7,Championship,237,17,17,GDFD,,Becca,Wann-Taylor,Becca Wann-Taylor,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,91,1,2022,6,2,7,Championship,258,42,42,GD,,Shannon,McCallum,Shannon McCallum,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,91,1,2022,6,2,7,Championship,214,21,21,FWD,,Tianna,Hawkins,Tianna Hawkins,1,26,8,12,0.667,3,7,0.429,5,5,1.0,2,2,1.0,0,5,5,0,0,0,2,21,519,0.792,0.815,0,1,2,1,1,1,0,0,22.9
basketball,v1,Player,91,1,2022,6,2,7,Championship,238,14,14,GD,,Taj,Cole,Taj Cole,1,37,2,12,0.167,0,5,0.0,2,7,0.286,3,4,0.75,0,2,2,5,1,0,4,7,278,0.167,0.254,3,2,0,1,0,0,0,0,8.5
basketball,v1,Player,91,1,2022,6,2,7,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,12,1,4,0.25,0,2,0.0,1,2,0.5,2,2,1.0,1,3,4,2,1,0,0,4,373,0.25,0.41,0,1,0,1,0,0,0,0,8.4
basketball,v1,Player,90,0,2022,6,2,8,Championship,256,36,36,GD,,Grace,Hunter,Grace Hunter,1,5,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,1,0,1,0,0,0,0,2,220,0.5,0.5,0,0,0,0,0,0,0,0,3.0999999999999996
basketball,v1,Player,90,0,2022,6,2,8,Championship,248,43,43,GD,,Marjorie,Butler,Marjorie Butler,1,1,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,190,0.0,0.0,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,90,0,2022,6,2,8,Championship,234,25,25,FWD,,Lauren,Manis,Lauren Manis,1,20,2,7,0.286,0,3,0.0,2,4,0.5,2,2,1.0,0,5,5,2,2,1,2,6,261,0.286,0.381,0,1,1,0,0,0,0,0,12.73
basketball,v1,Player,90,0,2022,6,2,8,Championship,247,35,35,GD,,Tina,Roy,Tina Roy,1,3,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,3,230,1.5,1.5,0,0,0,0,0,0,0,0,3.4
basketball,v1,Player,90,0,2022,6,2,8,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,36,12,20,0.6,5,10,0.5,7,10,0.7,1,2,0.5,1,6,7,8,1,0,4,30,586,0.725,0.718,0,0,2,3,0,0,0,0,38.7
basketball,v1,Player,90,0,2022,6,2,8,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,1,30,8,16,0.5,1,7,0.143,7,9,0.778,4,5,0.8,1,2,3,2,4,0,4,21,386,0.531,0.577,0,3,3,2,0,0,0,0,25.3
basketball,v1,Player,90,0,2022,6,2,8,Championship,243,8,8,CTR,,Drew,Edelman,Drew Edelman,1,15,1,4,0.25,0,0,,1,4,0.25,4,4,1.0,2,2,4,0,1,0,1,6,228,0.25,0.521,0,1,3,1,1,0,0,0,7.199999999999999
basketball,v1,Player,90,0,2022,6,2,8,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,19,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,0,5,5,0,2,0,0,7,281,0.875,0.875,1,0,2,0,0,0,0,0,10.899999999999999
basketball,v1,Player,90,0,2022,6,2,8,Championship,232,92,92,GD,,Destinee,Walker,Destinee Walker,1,16,2,5,0.4,2,3,0.667,0,2,0.0,0,0,,1,0,1,1,1,0,1,6,242,0.6,0.6,1,0,0,0,0,0,0,0,8.2
basketball,v1,Player,90,0,2022,6,2,8,Championship,244,24,24,CTR,,Kalani,Brown,Kalani Brown,1,24,7,9,0.778,0,0,,7,9,0.778,3,3,1.0,4,3,7,2,1,0,2,17,407,0.778,0.824,3,2,0,2,0,0,0,0,23.9
basketball,v1,Player,90,0,2022,6,2,8,Championship,208,23,23,GD,,Laurin,Mincy,Laurin Mincy,1,31,3,8,0.375,0,3,0.0,3,5,0.6,1,1,1.0,2,2,4,2,1,0,2,7,264,0.375,0.415,1,1,0,0,0,1,0,0,10.6
basketball,v1,Player,93,1,2022,6,2,8,Championship,250,73,73,FWD,,Danni,McCray,Danni McCray,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,1,2022,6,2,8,Championship,236,22,22,FWD,,Takoia,Larry,Takoia Larry,1,10,2,6,0.333,2,4,0.5,0,2,0.0,0,0,,0,0,0,1,2,0,0,6,134,0.5,0.5,2,0,0,0,0,0,0,0,9.5
basketball,v1,Player,93,1,2022,6,2,8,Championship,225,15,15,GD,,Rebecca,Harris,Rebecca Harris,1,27,4,10,0.4,1,5,0.2,3,5,0.6,4,5,0.8,2,3,5,4,1,1,2,13,243,0.45,0.533,0,1,0,1,0,0,0,0,23.2
basketball,v1,Player,93,1,2022,6,2,8,Championship,233,54,54,CTR,,Nikki,Greene,Nikki Greene,1,29,6,8,0.75,0,0,,6,8,0.75,1,1,1.0,1,10,11,2,2,3,0,13,332,0.75,0.77,0,1,2,1,0,0,1,0,33.46
basketball,v1,Player,93,1,2022,6,2,8,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,27,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,0,2,2,5,1,0,0,7,166,0.438,0.438,2,0,1,0,0,0,0,0,12.899999999999999
basketball,v1,Player,93,1,2022,6,2,8,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,1,16,3,6,0.5,1,3,0.333,2,3,0.667,0,0,,0,0,0,2,1,0,0,7,154,0.583,0.583,1,0,1,0,0,0,0,0,10.2
basketball,v1,Player,93,1,2022,6,2,8,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,30,3,11,0.273,3,9,0.333,0,2,0.0,2,2,1.0,0,1,1,1,0,0,1,11,119,0.409,0.463,2,0,1,2,0,0,0,0,11.799999999999999
basketball,v1,Player,93,1,2022,6,2,8,Championship,246,69,69,GD,,Antoinette,Thompson,Antoinette Thompson,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,1,2022,6,2,8,Championship,231,13,13,CTR,,Mercedes,Russell,Mercedes Russell,1,31,6,13,0.462,0,0,,6,13,0.462,8,8,1.0,5,6,11,1,1,1,6,20,272,0.462,0.605,1,3,1,3,1,0,1,0,29.369999999999997
basketball,v1,Player,93,1,2022,6,2,8,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,1,2022,6,2,8,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,28,5,11,0.455,2,4,0.5,3,7,0.429,5,5,1.0,1,2,3,4,2,0,7,17,292,0.545,0.644,0,1,2,4,0,1,0,0,17.3
basketball,v1,Player,93,0,2022,6,2,9,Championship,250,73,73,FWD,,Danni,McCray,Danni McCray,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,0,2022,6,2,9,Championship,231,13,13,CTR,,Mercedes,Russell,Mercedes Russell,1,36,5,14,0.357,0,0,,5,14,0.357,7,8,0.875,2,4,6,6,3,0,1,17,240,0.357,0.485,0,4,1,2,1,0,0,0,27.0
basketball,v1,Player,93,0,2022,6,2,9,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,32,6,15,0.4,1,5,0.2,5,10,0.5,0,0,,2,2,4,4,0,0,4,13,176,0.433,0.433,1,0,1,1,0,1,0,0,15.800000000000004
basketball,v1,Player,93,0,2022,6,2,9,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,1,15,1,1,1.0,0,0,,1,1,1.0,0,0,,0,0,0,1,0,0,2,2,52,1.0,1.0,1,0,1,0,0,1,0,0,0.6999999999999997
basketball,v1,Player,93,0,2022,6,2,9,Championship,233,54,54,CTR,,Nikki,Greene,Nikki Greene,1,32,6,8,0.75,0,0,,6,8,0.75,3,5,0.6,1,5,6,0,3,1,1,15,213,0.75,0.735,3,3,0,0,0,0,0,0,24.719999999999995
basketball,v1,Player,93,0,2022,6,2,9,Championship,236,22,22,FWD,,Takoia,Larry,Takoia Larry,1,6,0,1,0.0,0,0,,0,1,0.0,0,0,,1,0,1,0,0,0,1,0,40,0.0,0.0,0,0,0,0,0,0,0,0,-0.30000000000000004
basketball,v1,Player,93,0,2022,6,2,9,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,35,6,11,0.545,5,9,0.556,1,2,0.5,0,0,,0,6,6,2,0,0,1,17,186,0.773,0.773,0,0,4,0,0,1,0,0,19.999999999999996
basketball,v1,Player,93,0,2022,6,2,9,Championship,225,15,15,GD,,Rebecca,Harris,Rebecca Harris,1,25,3,10,0.3,2,3,0.667,1,7,0.143,2,2,1.0,1,2,3,2,1,0,1,10,112,0.4,0.46,0,1,2,1,0,0,0,0,13.099999999999998
basketball,v1,Player,93,0,2022,6,2,9,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,0,2022,6,2,9,Championship,246,69,69,GD,,Antoinette,Thompson,Antoinette Thompson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,93,0,2022,6,2,9,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,20,4,9,0.444,3,4,0.75,1,5,0.2,0,0,,0,2,2,3,0,0,1,11,100,0.611,0.611,3,0,2,0,0,0,0,0,13.499999999999998
basketball,v1,Player,91,1,2022,6,2,9,Championship,258,42,42,GD,,Shannon,McCallum,Shannon McCallum,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,91,1,2022,6,2,9,Championship,214,21,21,FWD,,Tianna,Hawkins,Tianna Hawkins,1,33,14,18,0.778,3,5,0.6,11,13,0.846,7,7,1.0,3,5,8,0,0,0,2,38,715,0.861,0.901,1,4,0,2,1,0,0,0,45.2
basketball,v1,Player,91,1,2022,6,2,9,Championship,227,34,34,CTR,,Imani,McGee-Stafford,Imani McGee-Stafford,1,24,2,5,0.4,0,0,,2,5,0.4,0,0,,1,4,5,3,1,0,1,4,280,0.4,0.4,3,0,0,0,1,0,0,0,8.8
basketball,v1,Player,91,1,2022,6,2,9,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,35,3,10,0.3,1,5,0.2,2,5,0.4,2,2,1.0,0,10,10,8,3,0,1,9,412,0.35,0.414,0,0,2,2,0,0,0,0,19.999999999999996
basketball,v1,Player,91,1,2022,6,2,9,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,22,5,8,0.625,1,2,0.5,4,6,0.667,1,1,1.0,2,2,4,2,0,0,0,12,394,0.688,0.711,1,1,0,0,0,1,0,0,17.4
basketball,v1,Player,91,1,2022,6,2,9,Championship,237,17,17,GDFD,,Becca,Wann-Taylor,Becca Wann-Taylor,1,2,1,1,1.0,0,0,,1,1,1.0,0,1,0.0,0,0,0,0,0,0,0,2,256,1.0,0.694,1,1,0,0,0,0,0,0,2.0
basketball,v1,Player,91,1,2022,6,2,9,Championship,224,12,12,FWD,,Kiki,Harrigan,Kiki Harrigan,1,9,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,0,230,0.0,0.0,0,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,91,1,2022,6,2,9,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,5,1,3,0.333,0,2,0.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,2,255,0.333,0.333,0,0,0,0,0,0,0,0,2.6999999999999997
basketball,v1,Player,91,1,2022,6,2,9,Championship,238,14,14,GD,,Taj,Cole,Taj Cole,1,37,9,15,0.6,2,5,0.4,7,10,0.7,3,3,1.0,0,2,2,6,3,0,5,23,496,0.667,0.705,2,1,1,4,0,0,0,0,29.000000000000007
basketball,v1,Player,91,1,2022,6,2,9,Championship,235,88,88,GD,,Briahanna,Jackson,Briahanna Jackson,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,91,1,2022,6,2,9,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,33,3,9,0.333,0,4,0.0,3,5,0.6,2,2,1.0,1,2,3,3,0,1,2,8,302,0.333,0.405,0,1,1,3,1,0,0,0,14.61
basketball,v1,Player,92,0,2022,6,2,10,Championship,253,52,52,GD,,Brittany,Carter,Brittany Carter,1,10,2,3,0.667,1,2,0.5,1,1,1.0,0,0,,0,1,1,1,0,0,0,5,255,0.833,0.833,0,0,0,0,0,0,0,0,6.8
basketball,v1,Player,92,0,2022,6,2,10,Championship,239,40,40,FWD,,Toccara,Ross,Toccara Ross,1,6,0,2,0.0,0,0,,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,164,0.0,0.0,2,0,0,0,0,0,0,0,0.0
basketball,v1,Player,92,0,2022,6,2,10,Championship,226,2,None,FWD,,Isabelle,Harrison,Isabelle Harrison,1,38,10,14,0.714,0,0,,10,14,0.714,4,6,0.667,2,6,8,5,3,1,3,24,550,0.714,0.721,1,3,1,1,0,0,0,0,40.36000000000001
basketball,v1,Player,92,0,2022,6,2,10,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,9,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,172,0.0,0.0,1,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,92,0,2022,6,2,10,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,30,3,12,0.25,1,4,0.25,2,8,0.25,3,4,0.75,0,5,5,2,0,1,3,10,237,0.292,0.363,0,1,0,2,1,2,0,0,16.58
basketball,v1,Player,92,0,2022,6,2,10,Championship,242,26,26,GDFD,,Danielle L.,McCray,Danielle L. McCray,1,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,202,,,0,0,1,0,0,0,0,0,0.29999999999999993
