sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Player,306,1,2023,73,1,5,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,1,6,0,2,0.0,0,0,,0,2,0.0,0,0,,0,0,0,2,0,0,1,0,290,0.0,0.0,0,0,0,0,0,0,0,0,0.3999999999999999
basketball,v1,Player,306,1,2023,73,1,5,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,26,2,9,0.222,0,2,0.0,2,7,0.286,1,2,0.5,0,5,5,6,1,0,0,5,377,0.222,0.253,0,1,0,0,0,1,0,0,12.1
basketball,v1,Player,306,1,2023,73,1,5,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,29,4,11,0.364,1,2,0.5,3,9,0.333,2,2,1.0,0,4,4,8,1,0,4,11,406,0.409,0.463,2,1,0,0,0,1,0,0,16.4
basketball,v1,Player,306,1,2023,73,1,5,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,27,12,17,0.706,0,0,,12,17,0.706,3,3,1.0,0,3,3,2,3,1,1,27,683,0.706,0.737,0,2,0,0,0,0,0,0,44.43
basketball,v1,Player,306,1,2023,73,1,5,Championship,561,31,31,FWD,,N'dea,Jones,N'dea Jones,1,7,1,3,0.333,0,1,0.0,1,2,0.5,1,2,0.5,0,2,2,0,0,0,0,3,314,0.333,0.387,0,1,0,0,0,0,0,0,3.6
basketball,v1,Player,306,1,2023,73,1,5,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,1,8,1,2,0.5,0,0,,1,2,0.5,0,0,,0,2,2,1,0,0,0,2,326,0.5,0.5,1,0,0,1,0,0,0,0,3.7
basketball,v1,Player,306,1,2023,73,1,5,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,35,7,12,0.583,2,4,0.5,5,8,0.625,0,0,,1,3,4,1,0,1,3,16,437,0.667,0.667,1,0,3,0,1,0,0,0,22.779999999999998
basketball,v1,Player,306,1,2023,73,1,5,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,1,3,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,298,0.0,0.0,0,0,0,0,0,1,0,0,0.0
basketball,v1,Player,306,1,2023,73,1,5,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,17,2,7,0.286,2,3,0.667,0,4,0.0,1,2,0.5,2,4,6,2,1,2,1,7,386,0.429,0.444,1,1,0,0,0,0,0,0,18.259999999999998
basketball,v1,Player,306,1,2023,73,1,5,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,23,3,5,0.6,0,1,0.0,3,4,0.75,0,0,,3,2,5,1,1,0,0,6,434,0.6,0.6,0,0,0,1,0,0,0,0,11.6
basketball,v1,Player,305,0,2023,73,1,6,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,6,1,5,0.2,0,1,0.0,1,4,0.25,0,0,,1,1,2,0,0,1,1,2,337,0.2,0.2,1,0,0,0,0,0,0,0,4.85
basketball,v1,Player,305,0,2023,73,1,6,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,8,2,3,0.667,0,0,,2,3,0.667,0,0,,0,1,1,0,0,0,0,4,385,0.667,0.667,0,0,0,0,0,0,0,0,5.1
basketball,v1,Player,305,0,2023,73,1,6,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,350,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,305,0,2023,73,1,6,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,25,1,4,0.25,1,3,0.333,0,1,0.0,2,2,1.0,1,5,6,1,1,2,1,5,439,0.375,0.512,0,1,0,0,0,0,0,0,12.22
basketball,v1,Player,305,0,2023,73,1,6,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,31,8,17,0.471,5,9,0.556,3,8,0.375,0,0,,0,4,4,1,3,0,0,21,628,0.618,0.618,0,0,0,0,0,1,0,0,29.099999999999998
basketball,v1,Player,305,0,2023,73,1,6,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,36,7,16,0.438,0,3,0.0,7,13,0.538,5,5,1.0,2,6,8,12,1,0,1,19,650,0.438,0.522,2,4,0,0,0,0,1,0,33.4
basketball,v1,Player,305,0,2023,73,1,6,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,4,0,0,,0,0,,0,0,,2,2,1.0,1,0,1,1,0,0,0,2,386,,1.136,0,1,1,0,0,0,0,0,3.0000000000000004
basketball,v1,Player,305,0,2023,73,1,6,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,30,9,21,0.429,0,4,0.0,9,17,0.529,6,6,1.0,6,6,12,0,0,0,3,24,606,0.429,0.508,0,2,1,2,0,1,1,0,30.200000000000003
basketball,v1,Player,305,0,2023,73,1,6,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,20,2,4,0.5,1,2,0.5,1,2,0.5,0,0,,2,3,5,3,1,1,1,5,439,0.625,0.625,1,0,1,0,0,0,0,0,11.759999999999998
basketball,v1,Player,305,0,2023,73,1,6,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,16,1,5,0.2,0,1,0.0,1,4,0.25,0,0,,2,2,4,1,0,0,0,2,370,0.2,0.2,0,0,0,0,0,0,0,0,5.1
basketball,v1,Player,305,0,2023,73,1,6,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,24,2,10,0.2,1,7,0.143,1,3,0.333,2,2,1.0,4,3,7,0,0,1,3,7,347,0.25,0.322,4,1,0,0,0,0,0,0,13.399999999999999
basketball,v1,Player,304,1,2023,73,1,6,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,19,4,10,0.4,3,7,0.429,1,3,0.333,0,0,,1,4,5,1,0,0,1,11,72,0.55,0.55,1,0,0,0,0,0,0,0,14.199999999999998
basketball,v1,Player,304,1,2023,73,1,6,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,1,13,1,5,0.2,0,3,0.0,1,2,0.5,2,2,1.0,3,3,6,0,1,0,2,4,39,0.2,0.34,0,1,0,0,0,0,0,0,6.4
basketball,v1,Player,304,1,2023,73,1,6,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,15,2,3,0.667,0,0,,2,3,0.667,1,2,0.5,3,3,6,1,0,0,0,5,93,0.667,0.644,0,1,0,1,0,0,0,0,9.099999999999998
basketball,v1,Player,304,1,2023,73,1,6,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,28,2,7,0.286,0,1,0.0,2,6,0.333,4,4,1.0,1,3,4,3,0,1,2,8,67,0.286,0.457,2,0,0,2,0,0,0,0,13.93
basketball,v1,Player,304,1,2023,73,1,6,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,18,1,7,0.143,0,4,0.0,1,3,0.333,0,0,,0,1,1,1,0,0,0,2,-25,0.143,0.143,0,0,0,0,0,0,0,0,3.3999999999999995
basketball,v1,Player,304,1,2023,73,1,6,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,3,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,-23,0.0,0.0,1,0,0,0,0,0,0,0,0.3
basketball,v1,Player,304,1,2023,73,1,6,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,26,8,14,0.571,0,0,,8,14,0.571,2,2,1.0,2,6,8,1,1,2,2,18,162,0.571,0.605,1,1,1,0,1,0,0,0,37.419999999999995
basketball,v1,Player,304,1,2023,73,1,6,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,32,2,12,0.167,0,4,0.0,2,8,0.25,7,7,1.0,0,3,3,3,1,0,4,11,9,0.167,0.365,3,4,1,0,0,0,0,0,11.4
basketball,v1,Player,304,1,2023,73,1,6,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,1,12,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,0,0,0,0,0,1,0,3,14,0.333,0.387,0,1,0,0,0,0,0,0,4.469999999999999
basketball,v1,Player,304,1,2023,73,1,6,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,14,1,5,0.2,0,2,0.0,1,3,0.333,0,0,,0,0,0,0,1,0,1,2,-28,0.2,0.2,1,0,0,0,0,0,0,0,2.4
basketball,v1,Player,304,1,2023,73,1,6,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,20,1,5,0.2,0,0,,1,5,0.2,0,0,,4,0,4,0,1,0,2,2,-6,0.2,0.2,0,0,0,0,1,0,0,0,4.199999999999999
basketball,v1,Player,310,0,2023,73,2,7,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,0,2023,73,2,7,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,30,5,8,0.625,2,2,1.0,3,6,0.5,4,4,1.0,1,2,3,7,3,0,1,16,520,0.75,0.82,1,2,3,1,0,0,0,0,25.0
basketball,v1,Player,310,0,2023,73,2,7,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,10,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,2,1,3,1,0,0,0,0,315,0.0,0.0,1,0,0,0,0,1,0,0,2.4
basketball,v1,Player,310,0,2023,73,2,7,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,30,2,7,0.286,2,7,0.286,0,0,,2,2,1.0,0,2,2,2,1,0,3,8,328,0.429,0.508,1,1,1,0,0,0,0,0,8.4
basketball,v1,Player,310,0,2023,73,2,7,Championship,561,31,31,FWD,,N'dea,Jones,N'dea Jones,1,26,4,8,0.5,0,0,,4,8,0.5,0,2,0.0,2,7,9,2,2,0,3,8,369,0.5,0.45,1,1,0,1,1,0,0,0,12.7
basketball,v1,Player,310,0,2023,73,2,7,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,292,,,1,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,0,2023,73,2,7,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,34,8,19,0.421,0,1,0.0,8,18,0.444,12,15,0.8,3,9,12,2,1,2,2,28,639,0.421,0.547,3,9,1,2,0,0,1,0,53.419999999999995
basketball,v1,Player,310,0,2023,73,2,7,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,38,5,12,0.417,3,7,0.429,2,5,0.4,7,8,0.875,0,2,2,3,0,0,1,20,518,0.542,0.644,0,3,1,1,0,0,0,0,22.900000000000006
basketball,v1,Player,310,0,2023,73,2,7,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,12,0,2,0.0,0,2,0.0,0,0,,2,3,0.667,0,0,0,0,0,0,2,2,274,0.0,0.301,0,1,0,0,0,0,0,0,-0.3999999999999999
basketball,v1,Player,310,0,2023,73,2,7,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,0,2023,73,2,7,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,19,1,4,0.25,1,2,0.5,0,2,0.0,1,6,0.167,1,7,8,1,0,0,1,4,301,0.375,0.301,2,2,0,1,0,0,0,0,4.900000000000001
basketball,v1,Player,309,1,2023,73,2,7,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,12,0,0,,0,0,,0,0,,0,0,,1,0,1,3,1,0,2,0,72,,,1,0,0,0,0,0,0,0,1.7999999999999998
basketball,v1,Player,309,1,2023,73,2,7,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,1,13,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,2,2,4,0,0,1,0,0,30,0.0,0.0,2,0,3,0,0,0,0,0,1.7799999999999998
basketball,v1,Player,309,1,2023,73,2,7,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,19,5,12,0.417,1,4,0.25,4,8,0.5,2,2,1.0,2,4,6,0,0,0,1,13,104,0.458,0.505,5,1,0,0,0,0,0,0,16.599999999999998
basketball,v1,Player,309,1,2023,73,2,7,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,28,1,10,0.1,0,3,0.0,1,7,0.143,0,0,,1,1,2,3,1,0,0,2,43,0.1,0.1,0,0,0,0,0,1,0,0,6.499999999999999
basketball,v1,Player,309,1,2023,73,2,7,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,37,6,18,0.333,3,8,0.375,3,10,0.3,2,3,0.667,1,8,9,5,1,0,0,17,184,0.417,0.44,2,0,1,2,0,0,0,0,26.2
basketball,v1,Player,309,1,2023,73,2,7,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,1,2023,73,2,7,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,12,0,3,0.0,0,0,,0,3,0.0,1,2,0.5,3,1,4,0,0,0,1,1,45,0.0,0.129,1,1,0,1,0,0,0,0,1.9999999999999996
basketball,v1,Player,309,1,2023,73,2,7,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,31,3,8,0.375,0,4,0.0,3,4,0.75,3,3,1.0,1,4,5,6,3,0,4,9,150,0.375,0.483,4,2,0,1,0,0,0,0,15.299999999999997
basketball,v1,Player,309,1,2023,73,2,7,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,14,1,4,0.25,0,1,0.0,1,3,0.333,0,0,,1,3,4,1,0,0,1,2,33,0.25,0.25,2,0,2,0,0,0,0,0,2.8999999999999995
basketball,v1,Player,309,1,2023,73,2,7,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,1,2023,73,2,7,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,34,15,23,0.652,0,0,,15,23,0.652,10,11,0.909,5,7,12,4,1,1,3,40,505,0.652,0.718,2,6,0,2,1,0,1,0,63.269999999999996
basketball,v1,Player,308,0,2023,73,2,8,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,40,11,24,0.458,5,9,0.556,6,15,0.4,4,6,0.667,0,1,1,3,3,0,0,31,547,0.562,0.582,1,3,1,4,0,0,0,0,39.6
basketball,v1,Player,308,0,2023,73,2,8,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,1,7,1,3,0.333,0,2,0.0,1,1,1.0,0,0,,0,0,0,0,0,0,1,2,232,0.333,0.333,1,0,0,0,0,0,0,0,1.4
basketball,v1,Player,308,0,2023,73,2,8,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,0,2023,73,2,8,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,33,4,6,0.667,1,1,1.0,3,5,0.6,3,5,0.6,0,7,7,8,1,1,2,12,459,0.75,0.732,2,2,2,2,0,0,0,0,21.639999999999993
basketball,v1,Player,308,0,2023,73,2,8,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,308,0,2023,73,2,8,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,38,7,11,0.636,1,3,0.333,6,8,0.75,6,6,1.0,2,7,9,1,5,1,1,21,609,0.682,0.77,2,3,2,1,0,0,0,0,36.59
basketball,v1,Player,308,0,2023,73,2,8,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,32,6,11,0.545,2,6,0.333,4,5,0.8,1,2,0.5,0,4,4,7,0,0,0,15,410,0.636,0.631,2,0,1,1,0,0,0,0,22.7
basketball,v1,Player,308,0,2023,73,2,8,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,6,1,1,1.0,0,0,,1,1,1.0,0,0,,0,0,0,0,0,0,1,2,236,1.0,1.0,1,0,0,0,1,0,0,0,1.4
basketball,v1,Player,308,0,2023,73,2,8,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,16,2,10,0.2,0,0,,2,10,0.2,0,0,,1,4,5,0,1,0,3,4,184,0.2,0.2,1,0,1,1,2,1,0,0,4.3
basketball,v1,Player,308,0,2023,73,2,8,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,22,1,6,0.167,0,0,,1,6,0.167,1,2,0.5,1,2,3,0,1,0,1,3,228,0.167,0.218,0,1,0,0,1,0,0,0,4.299999999999999
basketball,v1,Player,308,0,2023,73,2,8,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,6,0,1,0.0,0,0,,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,237,0.0,0.0,1,0,0,0,0,0,0,0,0.3
basketball,v1,Player,311,1,2023,73,2,8,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,29,6,15,0.4,1,1,1.0,5,14,0.357,5,7,0.714,0,2,2,7,2,0,1,18,268,0.433,0.498,0,3,3,3,0,1,0,0,24.9
basketball,v1,Player,311,1,2023,73,2,8,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,25,4,13,0.308,2,8,0.25,2,5,0.4,3,4,0.75,2,7,9,3,1,3,0,13,251,0.385,0.44,0,1,1,0,0,0,0,0,39.510000000000005
basketball,v1,Player,311,1,2023,73,2,8,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,1,2023,73,2,8,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,7,1,1,1.0,0,0,,1,1,1.0,2,3,0.667,0,0,0,0,0,0,0,4,126,1.0,0.862,1,0,0,1,0,0,0,0,4.0
basketball,v1,Player,311,1,2023,73,2,8,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,36,6,14,0.429,0,2,0.0,6,12,0.5,5,5,1.0,2,11,13,4,0,0,6,17,225,0.429,0.525,2,3,1,2,1,0,1,0,20.5
basketball,v1,Player,311,1,2023,73,2,8,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,1,2023,73,2,8,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,9,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,0,2,2,1,0,0,1,2,120,0.5,0.5,0,0,0,0,0,0,0,0,2.7
basketball,v1,Player,311,1,2023,73,2,8,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,28,6,9,0.667,2,4,0.5,4,5,0.8,3,4,0.75,1,2,3,3,0,0,0,17,264,0.778,0.79,2,1,3,1,0,2,0,0,21.2
basketball,v1,Player,311,1,2023,73,2,8,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,16,1,3,0.333,1,2,0.5,0,1,0.0,4,4,1.0,0,1,1,1,0,0,1,7,163,0.5,0.735,1,2,0,0,0,1,0,0,7.4
basketball,v1,Player,311,1,2023,73,2,8,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,15,2,3,0.667,0,0,,2,3,0.667,2,2,1.0,0,4,4,0,0,0,4,6,110,0.667,0.773,2,1,1,0,0,0,0,0,3.5999999999999996
basketball,v1,Player,311,1,2023,73,2,8,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,35,0,4,0.0,0,3,0.0,0,1,0.0,0,0,,0,6,6,3,0,0,2,0,92,0.0,0.0,1,0,0,0,0,0,0,0,1.8999999999999995
basketball,v1,Player,311,0,2023,73,2,9,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,1,12,0,3,0.0,0,0,,0,3,0.0,0,0,,0,3,3,2,0,1,0,0,361,0.0,0.0,0,0,1,1,0,0,0,0,3.3699999999999997
basketball,v1,Player,311,0,2023,73,2,9,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,36,15,19,0.789,0,2,0.0,15,17,0.882,3,4,0.75,4,8,12,3,1,0,1,33,834,0.789,0.795,1,1,0,2,0,0,1,0,45.9
basketball,v1,Player,311,0,2023,73,2,9,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,10,1,3,0.333,0,0,,1,3,0.333,0,0,,2,1,3,0,1,0,1,2,367,0.333,0.333,1,0,0,0,0,0,0,0,4.1
basketball,v1,Player,311,0,2023,73,2,9,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,34,3,8,0.375,1,1,1.0,2,7,0.286,0,0,,3,3,6,2,0,0,2,7,399,0.438,0.438,2,0,0,0,0,0,0,0,10.6
basketball,v1,Player,311,0,2023,73,2,9,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,13,2,4,0.5,0,0,,2,4,0.5,3,3,1.0,1,1,2,1,0,0,0,7,433,0.5,0.658,0,1,0,1,0,0,0,0,9.5
basketball,v1,Player,311,0,2023,73,2,9,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,350,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,0,2023,73,2,9,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,36,6,13,0.462,0,1,0.0,6,12,0.5,6,9,0.667,0,9,9,5,3,0,3,18,601,0.462,0.531,0,4,0,0,0,0,0,0,25.4
basketball,v1,Player,311,0,2023,73,2,9,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,22,5,10,0.5,3,5,0.6,2,5,0.4,0,0,,0,7,7,3,1,1,1,13,523,0.65,0.65,1,1,0,2,1,0,0,0,24.1
basketball,v1,Player,311,0,2023,73,2,9,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,350,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,311,0,2023,73,2,9,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,24,3,12,0.25,1,7,0.143,2,5,0.4,0,0,,0,0,0,6,0,0,1,7,352,0.292,0.292,4,0,1,1,0,1,0,0,10.999999999999998
basketball,v1,Player,311,0,2023,73,2,9,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,14,0,4,0.0,0,1,0.0,0,3,0.0,0,0,,1,1,2,1,1,0,2,0,317,0.0,0.0,1,0,0,0,0,0,0,0,0.7000000000000002
basketball,v1,Player,309,1,2023,73,2,9,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,36,4,9,0.444,0,1,0.0,4,8,0.5,8,10,0.8,1,2,3,5,2,0,2,16,168,0.444,0.597,2,5,0,1,0,0,0,0,21.6
basketball,v1,Player,309,1,2023,73,2,9,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,10,,,0,0,0,0,0,0,0,0,0.7
basketball,v1,Player,309,1,2023,73,2,9,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,3,0,0,,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,1,4,,0.568,0,1,0,0,0,0,0,0,0.6
basketball,v1,Player,309,1,2023,73,2,9,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,28,7,19,0.368,0,0,,7,19,0.368,2,2,1.0,3,6,9,0,0,0,3,16,34,0.368,0.402,2,0,3,1,0,0,0,0,18.5
basketball,v1,Player,309,1,2023,73,2,9,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,25,2,8,0.25,1,5,0.2,1,3,0.333,6,8,0.75,0,0,0,0,1,0,2,11,-8,0.312,0.477,1,3,2,0,1,0,0,0,9.2
basketball,v1,Player,309,1,2023,73,2,9,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,20,1,3,0.333,0,2,0.0,1,1,1.0,0,0,,0,0,0,0,0,1,0,2,10,0.333,0.333,0,0,0,0,0,0,0,0,3.8699999999999997
basketball,v1,Player,309,1,2023,73,2,9,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,1,15,0,2,0.0,0,0,,0,2,0.0,0,0,,3,1,4,0,2,0,1,0,25,0.0,0.0,0,0,1,0,0,1,0,0,2.9999999999999996
basketball,v1,Player,309,1,2023,73,2,9,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,309,1,2023,73,2,9,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,35,6,14,0.429,0,1,0.0,6,13,0.462,1,1,1.0,0,11,11,6,0,0,1,13,147,0.429,0.45,1,0,0,0,0,0,1,0,21.9
basketball,v1,Player,309,1,2023,73,2,9,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,33,6,11,0.545,3,5,0.6,3,6,0.5,2,2,1.0,1,5,6,2,0,1,0,17,173,0.682,0.715,1,1,1,0,0,0,0,0,27.989999999999995
basketball,v1,Player,309,1,2023,73,2,9,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,0,2023,73,2,10,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,310,0,2023,73,2,10,Championship,561,31,31,FWD,,N'dea,Jones,N'dea Jones,1,18,2,2,1.0,0,0,,2,2,1.0,1,4,0.25,3,3,6,0,0,0,3,5,81,1.0,0.665,1,1,0,0,0,0,0,0,4.599999999999999
basketball,v1,Player,310,0,2023,73,2,10,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,9,0,2,0.0,0,0,,0,2,0.0,0,0,,0,0,0,0,1,0,0,0,32,0.0,0.0,2,0,0,0,0,1,0,0,1.0
basketball,v1,Player,310,0,2023,73,2,10,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
